Rank,Frequency,Lemma,WordType
3600,29.08,выгнать,verb
3602,29.01,приступить,verb
3605,29.01,делиться,verb
3607,29.01,выносить,verb
3612,28.95,прилететь,verb
3615,28.89,вступать,verb
3617,28.83,одеваться,verb
3618,28.83,ценить,verb
3621,28.77,завернуть,verb
3622,28.77,воспринимать,verb
3624,28.77,избавиться,verb
3626,28.71,унести,verb
3627,28.71,зажечь,verb
3642,28.65,привлечь,verb
3645,28.59,очутиться,verb
3649,28.52,прощаться,verb
3650,28.52,провалиться,verb
3651,28.52,располагаться,verb
3654,28.52,мелькать,verb
3656,28.46,перевернуть,verb
3659,28.46,крутиться,verb
3666,28.40,обедать,verb
3667,28.34,нарушать,verb
3677,28.28,убедить,verb
3686,28.22,развернуться,verb
3697,28.10,проявлять,verb
3698,28.10,качать,verb
3702,28.03,отступать,verb
3705,28.03,завалить,verb
3706,28.03,внести,verb
3707,28.03,упереться,verb
3708,28.03,застать,verb
3713,27.97,опускаться,verb
3717,27.97,темнеть,verb
3721,27.91,оказать,verb
3732,27.85,вглядываться,verb
3740,27.73,прибавить,verb
3744,27.73,спустить,verb
3746,27.73,опубликовать,verb
3747,27.73,отпускать,verb
3749,27.73,пробить,verb
3750,27.73,воровать,verb
3756,27.61,допускать,verb
3757,27.61,рассчитать,verb
3758,27.61,таять,verb
3759,27.61,возмутиться,verb
3761,27.61,задыхаться,verb
3762,27.61,расстаться,verb
3763,27.61,покончить,verb
3767,27.54,проводиться,verb
3775,27.48,скрыть,verb
3782,27.48,опоздать,verb
3784,27.42,перехватить,verb
3792,27.36,успокаивать,verb
3793,27.30,обеспечивать,verb
3794,27.30,уточнить,verb
3797,27.30,обрести,verb
3798,27.30,погладить,verb
3806,27.24,дремать,verb
3807,27.24,возбудить,verb
3810,27.18,крутить,verb
3814,27.18,защитить,verb
3815,27.18,применяться,verb
3827,27.12,выключить,verb
3828,27.12,рекомендовать,verb
3831,27.12,расстегнуть,verb
3832,27.12,оказывать,verb
3834,27.12,прижимать,verb
3835,27.06,выстрелить,verb
3837,27.06,звенеть,verb
3842,26.99,сжать,verb
3844,26.99,подмигнуть,verb
3847,26.99,реветь,verb
3848,26.99,прозвучать,verb
3850,26.99,прижаться,verb
3851,26.93,управлять,verb
3854,26.93,дуть,verb
3856,26.93,покоситься,verb
3857,26.93,стонать,verb
3860,26.87,дрогнуть,verb
3863,26.87,любоваться,verb
3866,26.87,улететь,verb
3868,26.81,перебирать,verb
3870,26.81,занести,verb
3878,26.75,сочинять,verb
3882,26.69,вложить,verb
3883,26.69,плевать,verb
3885,26.63,купаться,verb
3891,26.57,уловить,verb
3892,26.57,проникнуть,verb
3893,26.57,уцелеть,verb
3895,26.57,сдаваться,verb
3897,26.57,сдвинуть,verb
3901,26.50,переводить,verb
3902,26.50,вцепиться,verb
3910,26.44,напечатать,verb
3911,26.44,руководить,verb
3917,26.44,донестись,verb
3927,26.32,выбить,verb
3928,26.32,повиснуть,verb
3930,26.32,осведомиться,verb
3931,26.32,окружать,verb
3935,26.26,предоставить,verb
3946,26.20,свидетельствовать,verb
3949,26.14,вытаскивать,verb
3955,26.14,беречь,verb
3956,26.14,молиться,verb
3958,26.08,проявляться,verb
3962,26.08,описывать,verb
3965,26.08,ведать,verb
3970,26.08,увезти,verb
3971,26.01,приветствовать,verb
3979,26.01,опираться,verb
3983,25.95,наказать,verb
3989,25.95,упомянуть,verb
3990,25.95,вздрагивать,verb
4008,25.83,выделяться,verb
4014,25.77,скрипеть,verb
4015,25.71,кушать,verb
4018,25.71,общаться,verb
4024,25.65,чувствоваться,verb
4026,25.65,почитать,verb
4030,25.59,расставить,verb
4036,25.52,направляться,verb
4041,25.52,буркнуть,verb
4042,25.52,столкнуться,verb
4045,25.46,уговаривать,verb
4048,25.46,прикрывать,verb
4051,25.46,различать,verb
4055,25.46,обходить,verb
4062,25.40,поворачивать,verb
4063,25.40,утратить,verb
4069,25.34,удержать,verb
4072,25.34,склониться,verb
4074,25.28,отступить,verb
4078,25.28,длиться,verb
4086,25.22,переспросить,verb
4088,25.22,швырнуть,verb
4090,25.16,вмешаться,verb
4093,25.16,деться,verb
4096,25.10,добиваться,verb
4098,25.10,напиться,verb
4099,25.10,лопнуть,verb
4104,25.04,упустить,verb
4105,25.04,подъехать,verb
4110,25.04,слушаться,verb
4111,25.04,пропускать,verb
4115,24.97,забирать,verb
4117,24.97,реагировать,verb
4119,24.97,гладить,verb
4123,24.91,отвезти,verb
4128,24.91,обманывать,verb
4130,24.85,уронить,verb
4135,24.79,шепнуть,verb
4143,24.79,вылезать,verb
4144,24.79,приоткрыть,verb
4148,24.73,добыть,verb
4149,24.73,давить,verb
4150,24.73,рождаться,verb
4152,24.73,сохранять,verb
4164,24.67,основать,verb
4166,24.67,замерзнуть,verb
4171,24.61,сопровождаться,verb
4173,24.61,подсказать,verb
4174,24.61,покачиваться,verb
4176,24.55,запеть,verb
4177,24.55,разорвать,verb
4179,24.55,метаться,verb
4180,24.55,заботиться,verb
4181,24.55,расходиться,verb
4184,24.55,задумать,verb
4190,24.48,уволить,verb
4191,24.48,поискать,verb
4194,24.48,объясняться,verb
4196,24.42,отбросить,verb
4198,24.42,храниться,verb
4206,24.36,увести,verb
4207,24.36,сводить,verb
4209,24.36,приобретать,verb
4210,24.36,удалиться,verb
4212,24.36,вспыхивать,verb
4216,24.36,нахмуриться,verb
4219,24.30,наливать,verb
4225,24.30,подтверждать,verb
4229,24.30,привлекать,verb
4235,24.24,залезть,verb
4239,24.18,умолять,verb
4240,24.18,поднести,verb
4242,24.18,пожить,verb
4244,24.18,выкинуть,verb
4245,24.18,выводить,verb
4246,24.18,податься,verb
4247,24.12,чистить,verb
4251,24.12,преследовать,verb
4257,24.06,откликнуться,verb
4261,24.06,пошутить,verb
4263,24.06,проживать,verb
4265,24.06,выложить,verb
4272,23.99,забраться,verb
4273,23.99,упираться,verb
4275,23.99,узнавать,verb
4276,23.99,постоять,verb
4281,23.93,взлететь,verb
4288,23.93,проиграть,verb
4290,23.87,поморщиться,verb
4296,23.81,размахивать,verb
4299,23.81,водиться,verb
4300,23.81,подчиняться,verb
4310,23.75,спрыгнуть,verb
4312,23.69,переносить,verb
4315,23.69,презирать,verb
4316,23.69,зарасти,verb
4318,23.69,опускать,verb
4320,23.63,переехать,verb
4323,23.63,убегать,verb
4328,23.57,прислушаться,verb
4329,23.57,освободиться,verb
4333,23.50,расспрашивать,verb
4334,23.50,толкать,verb
4336,23.50,издать,verb
4337,23.50,схватиться,verb
4338,23.50,кружиться,verb
4340,23.50,поползти,verb
4344,23.44,спохватиться,verb
4346,23.44,похоронить,verb
4347,23.44,сжимать,verb
4350,23.38,нарастать,verb
4353,23.38,оборвать,verb
4356,23.38,добавлять,verb
4359,23.38,выглянуть,verb
4360,23.38,гонять,verb
4363,23.32,поспешить,verb
4368,23.32,пробежать,verb
4372,23.26,засунуть,verb
4373,23.26,рассердиться,verb
4375,23.26,сдерживать,verb
4376,23.26,подбежать,verb
4379,23.26,спрятаться,verb
4391,23.14,складываться,verb
4393,23.14,разводить,verb
4396,23.14,повторяться,verb
4399,23.14,трудиться,verb
4401,23.08,одеться,verb
4402,23.08,преодолеть,verb
4407,23.08,определяться,verb
4409,23.02,назначать,verb
4411,23.02,качаться,verb
4418,22.95,потерпеть,verb
4424,22.95,вырезать,verb
4425,22.95,скучать,verb
4426,22.95,избежать,verb
4431,22.89,кидать,verb
4440,22.83,даваться,verb
4442,22.77,затянуться,verb
4444,22.77,задрать,verb
4446,22.77,сбегать,verb
4448,22.77,болтаться,verb
4450,22.77,связывать,verb
4452,22.71,изучить,verb
4458,22.71,уступать,verb
4463,22.65,потребоваться,verb
4470,22.59,питаться,verb
4473,22.59,угрожать,verb
4481,22.53,пребывать,verb
4482,22.53,подавить,verb
4484,22.53,плясать,verb
4487,22.53,заявлять,verb
4490,22.53,уговорить,verb
4498,22.46,сажать,verb
4500,22.46,поплыть,verb
4501,22.46,делить,verb
4509,22.40,призывать,verb
4511,22.34,дымиться,verb
4515,22.34,поздороваться,verb
4520,22.28,обнимать,verb
4522,22.28,угодить,verb
4525,22.28,кататься,verb
4529,22.28,выразиться,verb
4530,22.28,натянуть,verb
4531,22.28,лишить,verb
4533,22.22,удерживать,verb
4537,22.22,привыкать,verb
4542,22.16,потрясать,verb
4545,22.16,рвануться,verb
4546,22.16,воспитывать,verb
4549,22.10,съездить,verb
4550,22.10,свалить,verb
4560,22.04,застрять,verb
4562,22.04,обходиться,verb
4565,22.04,скользить,verb
4566,22.04,пробираться,verb
4567,22.04,вертеться,verb
4568,22.04,кипеть,verb
4569,21.97,поручить,verb
4570,21.97,убеждать,verb
4573,21.97,злиться,verb
4578,21.97,уступить,verb
4579,21.97,избегать,verb
4581,21.91,тронуться,verb
4583,21.91,твориться,verb
4588,21.91,пригодиться,verb
4590,21.91,сопротивляться,verb
4591,21.91,скакать,verb
4595,21.85,проглотить,verb
4598,21.85,осматривать,verb
4599,21.85,запустить,verb
4601,21.85,поделиться,verb
4603,21.79,вестись,verb
4608,21.79,прорваться,verb
4609,21.79,отставать,verb
4611,21.79,отмечаться,verb
4614,21.79,проникать,verb
4619,21.73,погрузить,verb
4622,21.73,употреблять,verb
4623,21.73,вскричать,verb
4627,21.73,высунуться,verb
4632,21.67,наткнуться,verb
4634,21.67,трещать,verb
4637,21.67,мыть,verb
4638,21.67,смутиться,verb
4640,21.61,печатать,verb
4644,21.61,демонстрировать,verb
4646,21.61,оправдать,verb
4651,21.55,прихватить,verb
4654,21.55,распространить,verb
4657,21.55,разбирать,verb
4659,21.55,переглянуться,verb
4665,21.55,протекать,verb
4671,21.49,объединить,verb
4675,21.49,убирать,verb
4676,21.49,расставаться,verb
4677,21.49,прибежать,verb
4685,21.42,просидеть,verb
4687,21.42,творить,verb
4688,21.42,мерцать,verb
4695,21.36,загнать,verb
4696,21.36,подчеркивать,verb
4700,21.36,напасть,verb
4707,21.30,нагнуться,verb
4708,21.30,предназначить,verb
4711,21.30,дружить,verb
4724,21.24,распорядиться,verb
4726,21.24,цепляться,verb
4727,21.24,увеличиваться,verb
4733,21.24,выдумать,verb
4739,21.18,отправлять,verb
4742,21.18,ворваться,verb
4744,21.18,выпивать,verb
4753,21.12,ползать,verb
4758,21.06,вытянуться,verb
4761,21.06,посещать,verb
4763,21.06,отодвинуть,verb
4764,21.06,раздавить,verb
4770,21.06,объявлять,verb
4775,21.00,разработать,verb
4776,21.00,рассыпаться,verb
4784,20.93,удаляться,verb
4788,20.93,ворчать,verb
4790,20.93,откинуть,verb
4793,20.93,распахнуться,verb
4794,20.87,помниться,verb
4796,20.87,поражать,verb
4798,20.87,настать,verb
4807,20.87,посетить,verb
4809,20.81,будить,verb
4810,20.81,приказывать,verb
4817,20.81,увеличить,verb
4818,20.81,ахнуть,verb
4823,20.75,растерять,verb
4826,20.75,навестить,verb
4828,20.69,воображать,verb
4834,20.69,вскакивать,verb
4836,20.69,вынимать,verb
4840,20.63,пересечь,verb
4850,20.57,вскрикнуть,verb
4856,20.57,строиться,verb
4858,20.57,опомниться,verb
4859,20.57,тыкать,verb
4860,20.57,перебивать,verb
4867,20.51,попрощаться,verb
4869,20.51,отменить,verb
4871,20.44,подавлять,verb
4873,20.44,выслать,verb
4876,20.44,дежурить,verb
4878,20.44,украсить,verb
4888,20.38,помчаться,verb
4890,20.32,разыскать,verb
4891,20.32,хоронить,verb
4893,20.32,доставлять,verb
4894,20.32,выпрямиться,verb
4895,20.32,придать,verb
4900,20.32,поздравлять,verb
4903,20.32,помахать,verb
4908,20.26,выбежать,verb
4909,20.26,поддаваться,verb
4910,20.26,вскинуть,verb
4918,20.20,утонуть,verb
4919,20.20,уничтожать,verb
4922,20.20,выхватить,verb
4927,20.20,влюбиться,verb
4929,20.14,норовить,verb
4936,20.14,содержаться,verb
4941,20.14,отрываться,verb
4945,20.14,перебраться,verb
4946,20.08,создаваться,verb
4961,20.02,оглядывать,verb
4972,20.02,вить,verb
4979,19.95,сослаться,verb
4981,19.95,добывать,verb
4983,19.95,заканчиваться,verb
4988,19.95,шевелить,verb
4990,19.89,связаться,verb
4991,19.89,завязать,verb
4994,19.89,разложить,verb
4997,19.83,отрывать,verb
